Name,Score
Royce Freeman,4.327683978732312
John Bates,4.1920269361358615
Pharaoh Brown,4.180311641199158
Rex Burkhead,4.077016584488756
Penny Hart,4.008452920276631
Trevon Wesco,3.7733534638650124
Frank Darby,3.7215647603686084
Reggie Bonnafon,3.422313703019562
Jack Stoll,3.408790004314527
Rico Dowdle,3.1326909534207195
Gary Brightwell,3.0807395719339388
Jesse James,3.0710981866856324
Hunter Long,2.9486127139539895
Johnny Mundt,2.8194281889219233
Jonathan Ward,2.7257172311039817
Sean McKeon,2.6569018551810526
Ben Ellefson,2.65024783879274
Charlie Woerner,2.5643224418882533
Andy Isabella,2.543212228885007
Colby Parkinson,2.4832724115294473
Luke Farrell,2.413508820047039
Cethan Carter,2.3988167296097913
Ross Dwelley,2.3345560809883974
Justice Hill,2.3339016931373506
Marcedes Lewis,2.3079127698646684
Kyle Juszczyk,2.298667176748602
Kylen Granson,2.232283548365022
Dare Ogunbowale,2.155463917421786
Corey Clement,2.151080179817429
Nick Vannett,2.1290546364731795
David Johnson,2.120709933175848
Keith Smith,2.109371074139801
Jonathan Williams,2.0114047317975947
Jakob Johnson,1.9648059489114296
Derek Watt,1.9341355595778222
Benny Snell Jr.,1.928041084467672
O.J. Howard,1.723439367963953
Chris Manhertz,1.7134370835305146
Willie Snead,1.6927576548782932
Kevin White,1.6168883026556065
C.J. Ham,1.5974741075639003
Demetric Felton,1.5955738233545176
Jason Cabinda,1.5880868275291642
Blake Bell,1.4949162158457245
Adam Prentice,1.4593418505778615
Kenny Yeboah,1.4257286058778105
Giovani Bernard,1.3547903972584627
Devine Ozigbo,1.321387875596777
Eric Saubert,1.272968505500545
Andrew Beck,1.193681274845797
MyCole Pruitt,1.1911766267861712
Godwin Igwebuike,1.0332164412292713
Taiwan Jones,1.0306044570804103
Noah Gray,1.008638576865033
Giovanni Ricci,0.952770442104345
Garrett Griffin,0.8493530423736961
Mike Boone,0.8488000187698175
Damien Williams,0.4910052760998549
Taysom Hill,0.45136148029399
Alex Armah,0.43154825564237553
Jerick McKinnon,0.4229934063028434
Parker Hesse,0.41962151235165174
Khari Blasingame,0.40280061463203864
Patrick Ricard,0.37355943008550213
Chris Myarick,0.34721710285878865
Eric Tomlinson,0.3095614313861164
Tyler Davis,0.2769711480743067
Kevin Rader,0.20161283477366648
Nick Boyle,0.20005819977451278
J.P. Holtz,0.13276342696746155
Tanner Hudson,0.10774453331935913
Mason Schreck,0.010803088894521562
Josh Oliver,0.008657822627989434
John Kelly,0.008317064141079487
Dwayne Washington,0.002025048213516803
Trenton Cannon,0.00035493021991606045
Feleipe Franks,0.0002108465411422406
Michael Burton,6.420128897118847e-05
Andre Roberts,-0.7412127781958409
