Name,Score
Marquise Goodwin,0.14825351880011506
Jalen Nailor,0.14814857053841302
Marquez Callaway,0.14707842499056462
Nelson Agholor,0.14700908494648485
Scott Miller,0.14641053626832734
Jamal Agnew,0.1458052482077541
Anthony Miller,0.14558187172400988
Ronald Jones II,0.14467217669349922
Travis Homer,0.14221293972574733
Ashton Dulin,0.14184981461305018
Tre\'Quan Smith,0.14179838690025337
Boston Scott,0.1413181402918785
Zack Moss,0.14082393502071883
Montrell Washington,0.14005444564236624
Caleb Huntley,0.1400416727951202
Dyami Brown,0.13995967232763862
Albert Okwuegbunam,0.13922701980096894
Malik Davis,0.13894317736080997
Anthony Schwartz,0.13837542038883005
James Mitchell,0.1381127687677535
DeeJay Dallas,0.13696948351061666
Dante Pettis,0.13625079394451295
Chase Edmonds,0.13587769009286604
Craig Reynolds,0.13536260286035245
Raheem Blackshear,0.13472231094006737
Lil\'Jordan Humphrey,0.13429108588065974
Trinity Benson,0.13298899076179765
Ray-Ray McCloud,0.1314201886242582
Jonnu Smith,0.13091706495559677
Brevin Jordan,0.13072321952888902
Tyree Jackson,0.12897376669808033
Peyton Hendershot,0.1285707304885689
Jody Fortson,0.1280784708984821
Chosen Anderson,0.12779956280720622
Lynn Bowden Jr.,0.1275228088848733
Josh Oliver,0.1268494123632228
Kyren Williams,0.12596298574944292
Jamycal Hasty,0.12564991435673134
Justin Watson,0.12373397948275074
Denzel Mims,0.12330853085419803
Connor Heyward,0.12171154640797491
Snoop Conner,0.12110949981815532
Jalen Virgil,0.12062788893156469
Braxton Berrios,0.12035760627923682
Ihmir Smith-Marsette,0.11998511548629333
Dax Milne,0.11913306731260152
Phillip Dorsett,0.11882941002854826
David Sills,0.1182226957582138
Tanner Hudson,0.1180211880928467
Brandon Powell,0.1176062623803605
Adam Trautman,0.11732948709961552
Michael Woods II,0.11647343990486671
Gary Brightwell,0.11437934025103548
Salvon Ahmed,0.11134667729747642
Trayveon Williams,0.1102121724740686
Reggie Gilliam,0.10908766489584125
Jordan Mason,0.10775513901772564
Chris Evans,0.10594443387101839
KeeSean Johnson,0.10589555837301036
Jalen Tolbert,0.10577008266703901
Durham Smythe,0.10412183720771315
Alec Ingold,0.10371028448443441
Matt Breida,0.10345282611599026
John Bates,0.10279971620182024
La\'Mical Perine,0.10212588104678552
River Cracraft,0.1014739333122499
Dezmon Patmon,0.10145513324037442
Larry Rountree,0.09928110389373462
Keaontay Ingram,0.09820297219644301
Damiere Byrd,0.09798493630453227
O.J. Howard,0.0973952557537213
D\'Wayne Eskridge,0.09584966858262801
Zamir White,0.09480062050827047
Avery Williams,0.0947175802347588
Racey McMath,0.09398327754055363
Justice Hill,0.09359433598198673
Tre\' McKitty,0.09329425457650778
Derrick Gore,0.09257214243254287
Collin Johnson,0.09257011708621553
Eric Saubert,0.09196256903318475
Trestan Ebner,0.09185124614135783
Johnny Mundt,0.09125973214450642
Malik Turner,0.08985657106796345
J.J. Taylor,0.08969393640927165
Zander Horvath,0.08822754981223192
Hassan Haskins,0.08797363058962117
Preston Williams,0.0874492328631653
Drew Sample,0.08735136189900432
Andre Baccellia,0.08733491914596424
Dareke Young,0.08731044047335261
Zach Gentry,0.0869416192821115
Pierre Strong,0.0863376273710048
KhaDarel Hodge,0.08598115492384613
Devin Asiasi,0.08593797061662414
Cedrick Wilson Jr.,0.08563405015038165
Cole Turner,0.08543248264016065
Bryan Edwards,0.08484562729370225
Qadree Ollison,0.08410644119836001
Patrick Taylor,0.0836620471189534
Ian Thomas,0.08359848876517631
C.J. Uzomah,0.08269363841046992
KaVontae Turpin,0.08221896503212466
DJ Turner,0.08175903298674754
Cam Sims,0.08167357889007222
Kene Nwangwu,0.08121459141167924
Jeff Smith,0.07987247451003106
Ty Johnson,0.07972870206985407
Ross Dwelley,0.07910996492656372
Ko Kieft,0.07822539844521245
Jason Cabinda,0.07788825904333989
Ja\'Marcus Bradley,0.07764541230798819
Jaelon Darden,0.07759906109689226
Austin Walter,0.07752062393368174
Tylan Wallace,0.07749842773909425
Stone Smartt,0.07627572903903188
Darrynton Evans,0.07562796924325123
Tony Jones,0.07560340366435872
Trent Taylor,0.07470388988086103
Antonio Callaway,0.07448967187231907
Ronnie Rivers,0.07448392522624263
Danny Gray,0.07442656256141196
Ty\'Son Williams,0.07304580475270298
Auden Tate,0.07213803002927709
Mike Boone,0.07201579724458478
Mo Alie-Cox,0.07180996671034987
Anthony McFarland Jr.,0.0713771800203767
Tim Jones,0.07045334460896248
John Hightower,0.06833002742642834
Armani Rogers,0.06692473080354852
Josiah Deguara,0.06570550884964141
Kendall Blanton,0.06545658404916298
Ameer Abdullah,0.06484876923323184
Jerome Ford,0.0645001061894409
Greg Ward,0.06290631982926825
Gunner Olszewski,0.06176728797646018
Tanner Conner,0.061633533616924946
Jonathan Williams,0.06090979651771965
Jakeem Grant,0.059414271042817546
Jeremy Ruckert,0.058577927964651916
Zach Pascal,0.05834426084708695
Demetric Felton,0.057689752676261905
Luke Farrell,0.057565000383332315
Tyrie Cleveland,0.05720775531085584
Dare Ogunbowale,0.0565560066081882
Lance McCutcheon,0.056274186273919544
Adam Prentice,0.055828927162860406
Stanley Morgan Jr.,0.055740452458518205
Mike Strachan,0.055038969647012756
Cody White,0.05443763605639646
Keelan Doss,0.05387004073932407
Ty Montgomery,0.05373481588666527
Charlie Woerner,0.052873909279446935
Corey Clement,0.05264759424127123
Troy Hairston,0.0508428832925432
C.J. Ham,0.05063989987001215
D\'Ernest Johnson,0.05043053321758538
Sean McKeon,0.04995837765775349
Ben Ellefson,0.04940730921066512
Rico Dowdle,0.048945028026457164
Chris Myarick,0.04771132579367636
Frank Darby,0.04755224033344783
Brycen Hopkins,0.044640748027453464
Ke\'Shawn Vaughn,0.04433422550525566
Tyron Johnson,0.04193064095440383
Jesper Horsted,0.041411169705210166
Giovanni Ricci,0.04114440918842757
James Proche,0.04025803543678143
Keith Kirkwood,0.040132282684934385
Jonathan Ward,0.040124965959742624
Khari Blasingame,0.039779526515952554
Blake Bell,0.03870447741748846
John Lovett,0.03866911343193696
Parker Hesse,0.03866178259952266
Chris Lacy,0.03717624689313515
Kenny Yeboah,0.03645595389408934
Andrew Beck,0.03631679994014857
Tommy Sweeney,0.03500333331381056
Dominique Dafney,0.0345984619058622
Jaydon Mickens,0.03400476617319774
Joe Reed,0.03275751089181228
Pharoh Cooper,0.032690015631926674
Tyler Davis,0.03238341157621624
Damarea Crockett,0.03227113020734768
Jake Funk,0.030628064272377378
Jakob Johnson,0.03023501793154952
Jacob Harris,0.028421094795761256
Feleipe Franks,0.027917605405778784
C.J. Board,0.027714125535558333
Taysom Hill,0.02734942525440684
Kyle Juszczyk,0.02654133477930702
Alex Armah,0.024978874347706348
Hunter Long,0.0217138970463721
Pharaoh Brown,0.021668861448606774
Dwayne Washington,0.02157569205904107
Javon Wims,0.020913379380932958
Marcus Kemp,0.0198048677047317
Patrick Laird,0.01976217910875873
Nick Vannett,0.01928879044968304
John Kelly,0.019251913633687216
Stephen Sullivan,0.018757002849974197
Patrick Ricard,0.018202526722899057
Andy Isabella,0.018063159996555233
Vyncint Smith,0.01698926276716033
Nick Bawden,0.014948461138125058
Malik Taylor,0.014853898964605705
Brandon Bolden,0.006893580942975749
Cody Hollister,0.002481560681619213
Mike Thomas,-0.0009494322979473474
Chris Conley,-0.006831967305310729
Alex Erickson,-0.011971362539118536
Michael Burton,-0.014594488193923463
Keith Smith,-0.01602014663906383
Kevin Rader,-0.01964908840815816
Mason Schreck,-0.021445919234196427
Diontae Spencer,-0.02235440654562647
Chris Manhertz,-0.02329757011804867
Trevon Wesco,-0.029893754799780042
